0.999999,0.353538
1.000000,0.259326
1.000000,0.302439
1.000000,0.533141
1.000000,0.270638
1.000000,0.359356
1.000000,0.390671
1.000000,0.313696
0.999999,1.316336
1.000000,0.250446
1.000000,0.869616
1.000000,0.465765
1.000000,0.351879
1.000000,0.280178
1.000000,0.371002
1.000000,0.171883
1.000000,0.486914
1.000000,0.418576
1.000000,0.512290
1.000000,0.199932
1.000000,0.439479
1.000000,0.295283
1.000000,0.356472
1.000000,0.228204
1.000000,0.159849
1.000000,0.261868
1.000000,0.238758
1.000000,0.313970
1.000000,0.516157
1.000000,0.114947
1.000000,0.344747
1.000000,0.307492
1.000000,0.522006
1.000000,0.228892
1.000000,0.351064
1.000000,0.156370
1.000000,0.101539
1.000000,0.351013
1.000000,0.199419
1.000000,0.307785
1.000000,0.500176
1.000000,0.272756
1.000000,0.183927
1.000000,0.580346
1.000000,0.237418
1.000000,0.701941
1.000000,0.240928
1.000000,0.663988
1.000000,0.323405
1.000000,0.088443
1.000000,0.096359
1.000000,0.149550
1.000000,0.337996
1.000000,0.341854
1.000000,0.485730
1.000000,0.511449
1.000000,0.164478
1.000000,0.088122
1.000000,0.210565
1.000000,0.719738
1.000000,0.412698
1.000000,0.284676
1.000000,0.386126
1.000000,0.232277
1.000000,0.308580
1.000000,0.388629
1.000000,0.420406
1.000000,0.374919
1.000000,0.370011
1.000000,0.238354
1.000000,0.665981
1.000000,0.272234
1.000000,0.206847
1.000000,0.344770
1.000000,0.397953
1.000000,0.599824
1.000000,0.274303
1.000000,0.212190
1.000000,0.201652
1.000000,0.341562
1.000000,0.205978
1.000000,0.141195
1.000000,0.597180
1.000000,0.290606
1.000000,0.283746
1.000000,0.232034
1.000000,0.115473
1.000000,0.126240
1.000000,0.145719
1.000000,0.349033
1.000000,0.365977
1.000000,0.126406
1.000000,0.334311
1.000000,0.535982
1.000000,0.285923
1.000000,0.323669
1.000000,0.417632
1.000000,0.088978
1.000000,0.335853
1.000000,0.491839
1.000000,0.264500
1.000000,0.582101
1.000000,0.603389
0.999999,0.799037
1.000000,0.196632
1.000000,0.331520
1.000000,0.284902
1.000000,0.139381
1.000000,0.410190
1.000000,0.254952
1.000000,0.474205
1.000000,0.372342
1.000000,0.325146
1.000000,0.386095
1.000000,0.448536
1.000000,0.142655
1.000000,0.543167
1.000000,0.273450
1.000000,0.292394
0.999999,0.667639
1.000000,0.515992
1.000000,0.193183
1.000000,0.362101
1.000000,0.251682
1.000000,0.261289
1.000000,0.255640
1.000000,0.499416
1.000000,0.236571
1.000000,0.238225
1.000000,0.309254
1.000000,0.515478
1.000000,0.247916
1.000000,0.183110
1.000000,0.199337
1.000000,0.104419
1.000000,0.198302
1.000000,0.327206
1.000000,0.460247
1.000000,0.302984
1.000000,0.459150
1.000000,0.242280
1.000000,0.460508
1.000000,0.404378
1.000000,0.865526
1.000000,0.337289
0.999999,0.859323
1.000000,0.339403
1.000000,0.956527
1.000000,0.491509
1.000000,0.729335
1.000000,0.259082
1.000000,0.179133
1.000000,0.309438
1.000000,0.182933
1.000000,0.787999
1.000000,0.501978
1.000000,0.348360
1.000000,0.378587
1.000000,0.225809
1.000000,0.269174
1.000000,0.615960
1.000000,0.225147
1.000000,0.182167
1.000000,0.650695
1.000000,0.176567
1.000000,0.413619
1.000000,0.265041
1.000000,0.112856
1.000000,0.379227
1.000000,0.199729
1.000000,0.840288
1.000000,0.314157
1.000000,0.273757
1.000000,0.250926
1.000000,0.156882
1.000000,0.260091
1.000000,0.421313
1.000000,0.181473
1.000000,0.795516
1.000000,0.345265
1.000000,0.152872
1.000000,0.368008
1.000000,0.229344
1.000000,0.219991
1.000000,0.185055
1.000000,0.409840
1.000000,0.152959
1.000000,0.100632
1.000000,0.289255
1.000000,0.274860
1.000000,0.129969
1.000000,0.195709
1.000000,0.865299
1.000000,0.446728
1.000000,0.391031
1.000000,0.309718
1.000000,0.586573
1.000000,0.307768
1.000000,0.827309
1.000000,0.382710
1.000000,0.373527
1.000000,0.243838
1.000000,0.247755
1.000000,0.202216
1.000000,0.627850
1.000000,0.318557
1.000000,0.554578
1.000000,0.104206
1.000000,0.274219
1.000000,0.211491
1.000000,0.406004
1.000000,0.238029
1.000000,0.127833
1.000000,0.283166
1.000000,0.648863
1.000000,0.507944
1.000000,0.238486
1.000000,0.224687
1.000000,0.239015
1.000000,0.457159
1.000000,0.322004
1.000000,0.760196
1.000000,0.256296
1.000000,0.417426
1.000000,0.505938
1.000000,0.540549
1.000000,0.320984
1.000000,0.222716
1.000000,0.731058
1.000000,0.525310
1.000000,0.438463
1.000000,0.608768
1.000000,0.291405
0.999999,0.613199
1.000000,0.287454
1.000000,0.082133
1.000000,0.387795
1.000000,0.454625
1.000000,0.198462
1.000000,0.236475
1.000000,0.261065
1.000000,0.649041
1.000000,0.847684
1.000000,0.339626
1.000000,0.736458
1.000000,0.215422
1.000000,0.172335
1.000000,0.509104
1.000000,0.229419
1.000000,0.253059
1.000000,0.673328
0.999999,0.652486
1.000000,0.451892
1.000000,0.275539
1.000000,0.504520
1.000000,0.446590
1.000000,0.271991
1.000000,0.221803
1.000000,0.610944
0.999999,1.391477
1.000000,0.133741
1.000000,0.225950
1.000000,0.266443
1.000000,0.423761
1.000000,0.265592
1.000000,0.131413
1.000000,0.227946
1.000000,0.358623
1.000000,0.760673
1.000000,0.276840
1.000000,0.290155
1.000000,0.190576
1.000000,0.311334
1.000000,0.216385
1.000000,0.330148
1.000000,0.424173
1.000000,0.243942
1.000000,0.268390
1.000000,0.433074
1.000000,0.101092
1.000000,0.216884
1.000000,0.549009
1.000000,0.202114
1.000000,0.313665
1.000000,0.320081
1.000000,0.224691
1.000000,0.306987
1.000000,0.670893
1.000000,0.049831
1.000000,0.255749
1.000000,0.330459
1.000000,0.214929
1.000000,0.146686
1.000000,0.503922
1.000000,0.257187
1.000000,0.591922
1.000000,0.305659
1.000000,0.170209
1.000000,0.298270
1.000000,0.368241
1.000000,0.254103
1.000000,0.290089
1.000000,0.510875
1.000000,0.210329
1.000000,0.370265
1.000000,0.385234
1.000000,0.245643
1.000000,0.778288
1.000000,0.162811
1.000000,0.323749
1.000000,0.200170
1.000000,0.121225
1.000000,0.240689
1.000000,0.390257
1.000000,0.463999
1.000000,0.201809
1.000000,0.160659
1.000000,0.326473
1.000000,0.561173
1.000000,0.165928
